case,clip,frame,split,top_points
Case-069,013,080,4,"[(148.25903442042627, 48.17522030579199), (164.15081720268134, 46.95277547638773), (182.79310085109586, 46.95277547638773)]"
Case-069,013,084,4,"[(154.06564736009642, 47.86960909844091), (175.45843187467042, 41.45177374406868)]"
Case-069,013,088,4,"[(155.89931460420283, 50.620109964600445), (186.4604353393086, 44.81349702493032)]"
Case-069,013,092,4,"[(147.03658959102208, 52.4537772087068), (163.23398358062818, 44.81349702493032), (186.76604654665962, 42.979829780823955)]"
Case-069,013,096,4,"[(144.59169993221363, 53.06499962340891), (162.317149958575, 46.647164269036686), (187.07165775401072, 46.03594185433458)]"
Case-069,013,100,4,"[(145.81414476161783, 51.842554794004705), (166.29009565413875, 44.202274610228216), (186.76604654665962, 49.70327634254724)]"
Case-069,013,104,4,"[(147.9534232130752, 50.620109964600445), (169.04059652029827, 46.03594185433458), (192.57265948632968, 50.620109964600445)]"
Case-069,013,108,4,"[(150.70392407923472, 50.9257211719515), (179.1257663628832, 46.34155306168561)]"
Case-069,015,008,4,"[(144.59169993221363, 38.090050463207035)]"
Case-069,015,016,4,"[(148.25903442042627, 39.006884085260225)]"
Case-069,015,028,4,"[(206.3251638171274, 72.9297281012277)]"
Case-069,015,044,4,"[(160.48348271446864, 45.11910823228138)]"
Case-069,015,048,4,"[(155.89931460420283, 40.84055132936655)]"
Case-069,015,060,4,"[(148.87025683512843, 35.64516080439858)]"
Case-069,015,084,4,"[(153.14881373804326, 37.17321684115389), (210.29810951269118, 72.0128944791745)]"
Case-069,015,092,4,"[(162.317149958575, 39.31249529261127)]"
Case-069,015,100,4,"[(154.06564736009642, 39.006884085260225)]"
Case-069,015,104,4,"[(146.73097838367107, 38.090050463207035), (206.3251638171274, 58.871612563079005)]"
Case-069,015,108,4,"[(146.1197559689689, 38.090050463207035), (204.79710778037213, 62.538947051291714)]"
Case-071,015,040,4,"[(184.35403960109844, 68.62263332851569)]"
Case-071,015,056,4,"[(168.22685359155946, 67.15652550946668)]"
Case-071,015,060,4,"[(171.74551235727708, 63.344645179939306)]"
Case-071,015,072,4,"[(176.43705737823385, 66.86330394565688)]"
Case-071,015,128,4,"[(174.67772799537508, 69.79551958375484)]"
Case-071,015,132,4,"[(180.2489377077613, 66.2768608180373)]"
Case-071,015,136,4,"[(183.76759647347893, 67.74296863708629)]"
Case-071,015,140,4,"[(187.57947680300623, 68.62263332851569)]"
Case-071,019,000,4,"[(164.70543902912084, 77.54841927350311)]"
Case-071,019,004,4,"[(165.8297082375107, 79.51589038818543)]"
Case-071,019,008,4,"[(128.72882436064396, 82.88869801335511), (168.359313956388, 80.07802499238039)]"
Case-071,019,012,4,"[(167.79717935219304, 79.51589038818543)]"
Case-071,019,016,4,"[(163.019035216536, 78.95375578399049)]"
Case-071,019,020,4,"[(164.1433044249259, 77.26735197140562)]"
Case-071,019,024,4,"[(163.019035216536, 78.67268848189302)]"
Case-071,019,028,4,"[(161.05156410185364, 80.35909229447785)]"
Case-071,019,032,4,"[(163.30010251863348, 79.79695769028294)]"
Case-071,019,036,4,"[(163.30010251863348, 80.92122689867281)]"
Case-071,019,040,4,"[(162.45690061234103, 82.60763071125766)]"
Case-071,019,044,4,"[(165.2675736333158, 81.20229420077025)]"
Case-071,019,048,4,"[(165.54864093541326, 80.92122689867281)]"
Case-071,019,052,4,"[(166.11077553960823, 80.92122689867281)]"
Case-071,019,056,4,"[(166.6729101438031, 80.07802499238039)]"
Case-071,019,060,4,"[(170.0457177689729, 76.98628466930812)]"
Case-071,019,064,4,"[(169.20251586268043, 79.79695769028294)]"
Case-071,019,068,4,"[(171.45105427946032, 77.54841927350311)]"
Case-071,019,072,4,"[(168.07824665429052, 77.82948657560057)]"
Case-071,019,076,4,"[(171.1699869773628, 77.54841927350311)]"
Case-071,019,080,4,"[(170.3267850710704, 79.23482308608796)]"
Case-071,019,084,4,"[(168.92144856058297, 77.82948657560057)]"
Case-071,019,088,4,"[(166.6729101438031, 77.26735197140562)]"
Case-071,019,092,4,"[(166.11077553960823, 78.11055387769805)]"
Case-071,019,096,4,"[(166.95397744590062, 79.51589038818543)]"
Case-071,019,100,4,"[(163.30010251863348, 79.79695769028294)]"
Case-071,019,104,4,"[(164.9865063312183, 82.60763071125766)]"
Case-071,019,108,4,"[(166.6729101438031, 80.64015959657532)]"
Case-071,019,112,4,"[(170.3267850710704, 80.07802499238039)]"
Case-071,019,116,4,"[(169.48358316477788, 79.51589038818543)]"
Case-071,019,120,4,"[(172.0131888836553, 80.64015959657532)]"
Case-071,019,124,4,"[(174.5427946025325, 79.23482308608796)]"
Case-071,019,128,4,"[(178.75880413399466, 77.54841927350311)]"
Case-071,019,132,4,"[(181.56947715496938, 77.26735197140562)]"
Case-071,019,136,4,"[(184.09908287384673, 79.23482308608796)]"
Case-071,019,140,4,"[(186.066553988529, 83.45083261755009)]"
Case-071,019,144,4,"[(193.09323654096588, 80.92122689867281)]"
Case-071,019,148,4,"[(200.11991909340276, 82.88869801335511)]"
Case-071,019,152,4,"[(212.48688038569173, 84.01296722174506)]"
Case-071,019,156,4,"[(215.85968801086145, 81.76442880496525)]"
Case-071,019,160,4,"[(198.71458258291545, 86.8236402427198)]"
Case-071,019,164,4,"[(180.72627524867693, 82.88869801335511)]"
Case-071,019,168,4,"[(178.47773683189718, 85.1372364301349)]"
Case-071,019,172,4,"[(182.41267906126174, 84.85616912803746)]"
Case-071,019,176,4,"[(186.066553988529, 79.23482308608796)]"
Case-071,019,180,4,"[(186.62868859272393, 77.82948657560057)]"
Case-071,020,008,4,"[(153.7438142473193, 69.95960211687125)]"
Case-071,020,024,4,"[(167.79717935219304, 69.95960211687125)]"
Case-071,020,028,4,"[(170.3267850710704, 71.08387132526116), (199.5577844892078, 78.11055387769805)]"
Case-071,020,040,4,"[(171.73212158155772, 73.89454434623588)]"
Case-071,020,044,4,"[(168.92144856058297, 70.80280402316369)]"
Case-071,020,056,4,"[(165.8297082375107, 69.95960211687125)]"
Case-071,020,060,4,"[(160.48942949765873, 70.80280402316369)]"
Case-071,020,064,4,"[(160.7704967997562, 73.05134243994345)]"
Case-071,020,072,4,"[(163.30010251863348, 70.24066941896872)]"
Case-071,020,088,4,"[(155.14915075780664, 67.71106370009142)]"
Case-071,020,092,4,"[(151.214208528442, 69.1164002105788)]"
Case-071,020,096,4,"[(151.77634313263695, 68.55426560638386), (240.87467789753674, 93.56925549305925)]"
Case-071,020,100,4,"[(153.18167964312434, 67.42999639799397), (245.65282203319387, 96.37992851403399)]"
Case-071,020,104,4,"[(147.56033360117485, 67.14892909589649)]"
Case-071,020,108,4,"[(146.99819899697988, 67.42999639799397)]"
Case-071,020,112,4,"[(141.93898755922532, 66.58679449170153)]"
Case-071,020,116,4,"[(139.971516444543, 66.30572718960406)]"
Case-071,020,120,4,"[(137.44191072566565, 64.9003906791167), (162.45690061234103, 74.45667895043083)]"
Case-071,020,124,4,"[(133.78803579839848, 66.30572718960406), (161.05156410185364, 71.08387132526116)]"
Case-071,020,128,4,"[(128.72882436064396, 66.30572718960406)]"
Case-071,020,132,4,"[(126.19921864176666, 61.80865035604445)]"
Case-071,020,136,4,"[(124.23174752708435, 61.80865035604445)]"
Case-071,020,140,4,"[(121.70214180820703, 61.2465157518495)]"
Case-071,020,144,4,"[(124.79388213127929, 62.65185226233687)]"
Case-071,020,148,4,"[(128.72882436064396, 63.495054168629316)]"
Case-071,020,156,4,"[(124.79388213127929, 63.213986866531826)]"
Case-071,020,164,4,"[(120.57787259981711, 61.2465157518495)]"
Case-071,020,168,4,"[(120.57787259981711, 58.997977335069685)]"
Case-071,020,172,4,"[(121.70214180820703, 60.40331384555706)]"
Case-071,020,176,4,"[(201.24418830179278, 85.69937103432991)]"
Case-071,020,180,4,"[(206.58446704164476, 79.23482308608796)]"
Case-071,021,040,4,"[(205.17913053115737, 67.99213100218893)]"
Case-071,021,044,4,"[(206.02233243744985, 65.74359258540912)]"
Case-071,021,048,4,"[(209.3951400626195, 68.55426560638386)]"
Case-071,021,052,4,"[(211.0815438752045, 69.95960211687125)]"
Case-071,021,056,4,"[(211.36261117730183, 69.67853481477376)]"
Case-071,021,072,4,"[(211.0815438752045, 67.42999639799397)]"
Case-071,021,076,4,"[(211.0815438752045, 64.05718877282426)]"
Case-071,021,080,4,"[(213.33008229198413, 64.9003906791167)]"
Case-071,021,132,4,"[(144.46859327810256, 69.95960211687125)]"
Case-071,022,084,4,"[(182.13161175916431, 93.85032279515669)]"
Case-071,022,136,4,"[(78.69884458729322, 80.35909229447785), (168.64038125848555, 88.51004405530463)]"
Case-071,022,140,4,"[(82.6337868166579, 73.61347704413845)]"
Case-071,022,144,4,"[(82.07165221246295, 74.73774625252832)]"
Case-071,022,148,4,"[(80.94738300407303, 76.14308276301573)]"
Case-071,022,152,4,"[(82.6337868166579, 76.14308276301573)]"
Case-071,022,160,4,"[(183.25588096755422, 89.91538056579202)]"
Case-071,022,164,4,"[(184.94228478013912, 88.79111135740212)]"
Case-071,022,180,4,"[(180.72627524867693, 85.69937103432991)]"
Case-071,023,024,4,"[(92.75220969216706, 86.26150563852482)]"
Case-071,023,028,4,"[(91.06580587958213, 81.20229420077025)]"
Case-071,023,032,4,"[(88.25513285860738, 79.51589038818543)]"
Case-071,023,040,4,"[(89.94153667119221, 80.92122689867281)]"
Case-071,023,048,4,"[(102.02743066138372, 85.1372364301349)]"
Case-071,023,052,4,"[(102.02743066138372, 87.66684214901217)]"
Case-071,023,056,4,"[(156.8355545703915, 85.1372364301349)]"
Case-071,023,072,4,"[(198.71458258291545, 86.5425729406223)]"
Case-071,023,076,4,"[(200.68205369759778, 87.10470754481727)]"
Case-071,023,080,4,"[(202.3684575101825, 87.66684214901217)]"
Case-071,023,084,4,"[(202.08739020808514, 85.41830373223239)]"
Case-071,023,088,4,"[(200.68205369759778, 89.07217865949961)]"
Case-071,023,092,4,"[(199.2767171871103, 87.38577484691474)]"
Case-071,023,096,4,"[(197.30924607242804, 88.51004405530463)]"
Case-071,023,100,4,"[(197.87138067662298, 86.5425729406223)]"
Case-071,023,104,4,"[(196.74711146823307, 86.5425729406223)]"
Case-071,023,108,4,"[(185.7854866864316, 88.79111135740212)]"
Case-071,023,132,4,"[(102.30849796348122, 146.4099082873847)]"
Case-071,023,136,4,"[(100.90316145299381, 148.09631209996945)]"
Case-071,023,160,4,"[(78.97991188939072, 86.26150563852482)]"
Case-071,023,164,4,"[(81.22845030617053, 87.66684214901217), (204.89806322905991, 87.9479094511097)]"
Case-071,023,180,4,"[(75.32603696212354, 95.2556593056441)]"
Case-082,014,024,4,"[(171.55773955773955, 23.75973406561642)]"
Case-082,014,056,4,"[(180.9408295996532, 25.812285012285006), (187.39170400346862, 26.691949703714407), (196.1883509177627, 24.639398757045814)]"
Case-082,014,068,4,"[(190.61714120537647, 24.052955629426215)]"
Case-082,014,076,4,"[(186.2188177482295, 22.293626246567406), (193.54935684347456, 22.293626246567406)]"
Case-082,015,028,4,"[(182.9933805463217, 26.105506576094797)]"
Case-082,016,032,4,"[(199.1205665558608, 32.55638097991037)]"
Case-082,016,036,4,"[(197.36123717300194, 32.55638097991037)]"
Case-082,016,040,4,"[(197.6544587368118, 34.608931926579)]"
Case-082,016,064,4,"[(197.6544587368118, 30.503830033241783)]"
Case-082,016,068,4,"[(196.4815724815725, 32.849602543720195)]"
Case-082,016,076,4,"[(205.27821939586647, 32.263159416100606)]"
Case-082,016,080,4,"[(197.36123717300194, 33.72926723514959)]"
Case-082,017,008,4,"[(198.82734499205085, 46.33779447897099)]"
Case-082,017,036,4,"[(201.17311750252924, 45.164908223731736)]"
Case-082,017,064,4,"[(133.14571469865584, 29.917386905622198)]"
Case-082,017,092,4,"[(199.41378811967056, 47.21745917040033)]"
Case-082,017,100,4,"[(205.86466252348603, 47.21745917040033)]"
Case-082,017,108,4,"[(204.69177626824685, 44.87168665992197)]"
Case-082,018,016,4,"[(200.87989593871947, 23.46651250180662)]"
Case-082,018,024,4,"[(207.6239919063448, 24.639398757045814)]"
Case-082,018,028,4,"[(208.50365659777424, 22.293626246567406)]"
Case-082,019,000,4,"[(192.08324902442547, 29.330943778002588)]"
Case-082,019,028,4,"[(200.58667437490976, 28.158057522763414)]"
Case-082,019,032,4,"[(203.81211157681747, 26.691949703714407)]"
Case-082,019,040,4,"[(193.84257840728424, 24.346177193236002), (210.84942910825262, 29.624165341812404)]"
Case-082,019,044,4,"[(207.91721347015465, 26.691949703714407)]"
Case-082,019,048,4,"[(201.17311750252924, 28.744500650383007), (210.262985980633, 26.985171267524198)]"
Case-082,019,052,4,"[(196.77479404538227, 29.330943778002588), (207.33077034253503, 26.39872813990462)]"
Case-082,019,056,4,"[(200.0002312472901, 27.278392831334017)]"
Case-082,019,072,4,"[(193.84257840728424, 26.985171267524198)]"
Case-082,019,076,4,"[(188.27136869489811, 28.744500650383007)]"
Case-082,019,080,4,"[(177.42217083393552, 26.105506576094797), (196.4815724815725, 27.278392831334017)]"
Case-082,019,084,4,"[(200.29345281109985, 28.45127908657321)]"
Case-082,019,088,4,"[(199.41378811967056, 27.57161439514381)]"
Case-082,019,092,4,"[(195.60190779014317, 31.09027316086139)]"
Case-082,019,096,4,"[(196.77479404538227, 26.985171267524198)]"
Case-082,020,012,4,"[(192.96291371585488, 37.247926000867174), (220.52574071397603, 36.36826130943777)]"
Case-082,020,016,4,"[(190.61714120537647, 37.83436912848676), (217.88674663968786, 37.83436912848676)]"
Case-082,020,020,4,"[(219.35285445873683, 38.12759069229658)]"
Case-082,020,024,4,"[(210.262985980633, 39.88692007515538)]"
Case-082,020,028,4,"[(212.90198005492127, 37.83436912848676)]"
Case-082,020,040,4,"[(216.12741725682903, 35.19537505419858)]"
Case-082,020,048,4,"[(209.96976441682318, 37.541147564677)]"
Case-082,020,084,4,"[(179.47472178060417, 36.954704437057366), (206.157884087296, 38.420812256106366)]"
Case-082,020,088,4,"[(217.0070819482585, 35.19537505419858)]"
Case-082,020,100,4,"[(198.5341234282411, 37.541147564677)]"
Case-082,020,104,4,"[(197.36123717300194, 37.541147564677)]"
Case-082,020,116,4,"[(225.5105072987426, 33.72926723514959)]"
Case-082,021,000,4,"[(167.74585922821223, 33.72926723514959), (177.71539239774538, 36.36826130943777)]"
Case-082,021,004,4,"[(168.62552391964155, 34.902153490388784)]"
Case-082,021,008,4,"[(180.06116490822376, 34.31571036276918)]"
Case-082,021,012,4,"[(166.8661945367828, 33.14282410752998)]"
Case-082,021,024,4,"[(160.41532013296722, 33.72926723514959)]"
Case-082,021,028,4,"[(165.106865153924, 29.330943778002588)]"
Case-082,021,032,4,"[(166.8661945367828, 30.503830033241783)]"
Case-082,021,036,4,"[(168.039080792022, 28.158057522763414)]"
Case-082,021,040,4,"[(159.53565544153784, 26.39872813990462), (170.97129643011988, 31.383494724671184), (185.04593149299032, 31.383494724671184)]"
Case-082,021,044,4,"[(161.29498482439658, 28.158057522763414), (173.0238473767886, 33.14282410752998), (183.87304523775109, 33.72926723514959)]"
Case-082,021,048,4,"[(165.69330828154358, 32.263159416100606)]"
Case-082,021,052,4,"[(163.3475357710652, 30.210608469431985)]"
Case-082,021,056,4,"[(164.81364359011417, 31.09027316086139), (177.12894927012576, 33.72926723514959)]"
Case-082,021,060,4,"[(164.2272004624946, 34.608931926579), (174.19673363202776, 38.12759069229658)]"
Case-082,021,064,4,"[(162.76109264344558, 27.8648359589536)]"
Case-082,021,068,4,"[(163.3475357710652, 30.210608469431985), (176.24928457869632, 34.902153490388784)]"
Case-082,021,072,4,"[(162.76109264344558, 31.09027316086139), (171.85096112154937, 34.31571036276918)]"
Case-082,021,076,4,"[(170.67807486631014, 29.917386905622198)]"
Case-082,021,080,4,"[(164.2272004624946, 31.383494724671184), (183.57982367394143, 34.02248879895939)]"
Case-082,021,084,4,"[(165.69330828154358, 28.744500650383007)]"
Case-082,021,088,4,"[(163.64075733487496, 31.09027316086139)]"
Case-082,021,096,4,"[(160.12209856915737, 30.210608469431985)]"
Case-082,021,100,4,"[(161.29498482439658, 28.158057522763414)]"
Case-082,021,104,4,"[(160.12209856915737, 31.383494724671184)]"
Case-082,021,112,4,"[(160.41532013296722, 29.624165341812404)]"
Case-082,021,116,4,"[(165.40008671773373, 31.969937852290794)]"
Case-086,001,004,4,"[(188.17066397374407, 92.40494824539259)]"
Case-086,001,012,4,"[(193.4057056298915, 95.31330472103004)]"
Case-086,001,016,4,"[(191.3698560969452, 96.18581166372128)]"
Case-086,001,020,4,"[(182.93562231759657, 97.0583186064125)]"
Case-086,001,028,4,"[(154.4337288563494, 93.2774551880838)]"
Case-086,001,080,4,"[(180.89977278465045, 93.85912648321128)]"
Case-086,001,084,4,"[(180.89977278465045, 95.31330472103004)]"
Case-086,001,092,4,"[(177.99141630901298, 95.02246907346628)]"
Case-086,001,152,4,"[(170.42968947235548, 93.85912648321128)]"
Case-086,002,136,4,"[(239.06690229739954, 108.40090886139863)]"
Case-086,002,172,4,"[(224.81595556677607, 102.87503155768748)]"
Case-086,002,176,4,"[(228.59681898510482, 103.16586720525119)]"
Case-086,002,180,4,"[(228.59681898510482, 104.32920979550617)]"
Case-086,002,192,4,"[(242.55693006816455, 107.52840191870735)]"
Case-086,003,184,4,"[(131.7485483463772, 122.65185559202217)]"
Case-086,003,188,4,"[(120.69679373895482, 125.85104771522344)]"
Case-086,003,192,4,"[(116.33425902549858, 122.65185559202217), (127.9676849280485, 126.1418833627872)]"
Case-086,004,004,4,"[(125.93183539510224, 129.92274678111588)]"
Case-086,004,008,4,"[(123.60515021459229, 129.3410754859884)]"
Case-086,004,012,4,"[(123.60515021459229, 128.46856854329712)]"
Case-086,004,016,4,"[(122.15097197677355, 125.56021206765972)]"
Case-086,004,020,4,"[(122.44180762433732, 125.85104771522344)]"
Case-086,004,028,4,"[(127.09517798535721, 128.46856854329712)]"
Case-086,004,032,4,"[(133.49356223175968, 125.56021206765972)]"
Case-086,004,036,4,"[(136.1110830598334, 124.97854077253217)]"
Case-086,004,068,4,"[(135.82024741226962, 122.07018429689475)]"
Case-086,004,072,4,"[(130.00353446099464, 125.85104771522344)]"
Case-086,004,076,4,"[(119.53345114869981, 122.94269123958594)]"
Case-086,004,080,4,"[(117.7884372633174, 127.01439030547844)]"
Case-086,004,084,4,"[(120.11512244382733, 127.59606160060595)]"
Case-086,004,144,4,"[(140.7644534208533, 125.56021206765972)]"
Case-086,004,148,4,"[(130.87604140368586, 124.10603382984092)]"
Case-088,001,000,4,"[(134.9867514573397, 64.35612082670906), (228.08691043985164, 67.71383147853737)]"
Case-088,001,004,4,"[(225.95018547959725, 65.88235294117648)]"
Case-088,001,008,4,"[(218.62427133015368, 65.88235294117648), (238.46528881823002, 68.6295707472178)]"
Case-088,001,012,4,"[(235.10757816640168, 62.82988871224163)]"
Case-088,001,064,4,"[(143.83889772125067, 66.49284578696343), (216.7927927927928, 62.219395866454704)]"
Case-088,001,072,4,"[(233.27609962904074, 64.35612082670906)]"
Case-088,001,088,4,"[(150.85956544780072, 60.99841017488077)]"
Case-088,002,000,4,"[(138.0392156862745, 59.16693163751987), (212.82458929517753, 69.54531001589824)]"
Case-088,002,004,4,"[(138.0392156862745, 59.16693163751987), (216.1822999470059, 70.76629570747215)]"
Case-088,002,008,4,"[(134.07101218865924, 57.64069952305247), (210.9931107578166, 70.46104928457868)]"
Case-088,002,024,4,"[(139.2602013778484, 58.861685214626405)]"
Case-088,002,028,4,"[(206.71966083730786, 71.07154213036567)]"
