case,clip,frame,wkt_geoms
Case-075,6,36,"['LINESTRING (33.15508021390374 18.44431998843763, 15.77540106951871 98.04939297586357)']"
Case-075,6,40,"['LINESTRING (35.16042780748664 15.00812978754155, 19.38502673796792 99.423869056222)']"
Case-075,6,44,"['LINESTRING (35.22727272727273 15.35174880763116, 20.78877005347594 99.88202774967479)']"
Case-075,6,60,"['LINESTRING (34.55882352941175 17.06984390807921, 16.57754010695187 98.50755166931637)']"
Case-075,6,64,"['LINESTRING (30.21390374331552 19.24609770198005, 9.893048128342246 96.56037722214191)', 'LINESTRING (34.82620320855615 17.64254227489521, 16.10962566844919 98.50755166931637)']"
Case-075,6,68,"['LINESTRING (29.94652406417111 20.96419280242809, 6.951871657754009 94.9568217950571)']"
Case-075,6,72,"['LINESTRING (32.48663101604279 19.93333574215927, 13.50267379679145 96.90399624223153)']"
Case-075,8,0,"['LINESTRING (42.17914438502674 24.17130365659777, 43.11497326203209 98.04939297586357)']"
Case-075,8,4,"['LINESTRING (42.71390374331551 23.82768463650816, 42.51336898395722 97.2476152623211)']"
Case-075,8,8,"['LINESTRING (42.91443850267378 23.14044659632895, 42.37967914438503 98.73663101604275)', 'LINESTRING (46.79144385026738 21.65143084260731, 50.13368983957219 98.85117068940599)']"
Case-075,8,12,"['LINESTRING (43.58288770053475 23.59860528978176, 44.31818181818182 98.73663101604275)', 'LINESTRING (47.19251336898397 20.27695476224888, 51.87165775401068 99.19478970949559)']"
Case-075,8,16,"['LINESTRING (43.78342245989306 22.10958953606013, 44.6524064171123 98.96571036276916)', 'LINESTRING (47.05882352941176 21.99504986269692, 52.27272727272727 98.62209134267957)']"
Case-075,8,20,"['LINESTRING (43.38235294117646 22.79682757623934, 43.85026737967914 98.73663101604275)', 'LINESTRING (46.65775401069517 21.30781182251771, 50.40106951871659 98.62209134267957)']"
Case-075,8,24,"['LINESTRING (42.37967914438503 23.59860528978176, 42.37967914438503 97.59123428241077)', 'LINESTRING (46.85828877005346 20.84965312906489, 50 97.93485330250033)']"
Case-075,8,28,"['LINESTRING (42.51336898395722 23.82768463650816, 43.24866310160429 99.65294840294841)', 'LINESTRING (44.51871657754012 23.25498626969215, 47.19251336898397 98.62209134267957)', 'LINESTRING (46.52406417112302 20.62057378233849, 51.40374331550801 98.73663101604275)']"
Case-075,8,32,"['LINESTRING (43.11497326203209 23.36952594305535, 42.17914438502674 98.85117068940599)', 'LINESTRING (45.58823529411764 22.10958953606013, 48.66310160427806 98.85117068940599)']"
Case-075,8,36,"['LINESTRING (41.04278074866311 23.71314496314497, 40.64171122994652 98.27847232258998)', 'LINESTRING (44.9197860962567 22.45320855614973, 48.46256684491979 99.423869056222)']"
Case-075,8,40,"['LINESTRING (41.44385026737967 24.97308137014019, 41.57754010695189 96.78945656886833)', 'LINESTRING (45.38770053475935 23.02590692296575, 47.12566844919787 98.73663101604275)', 'LINESTRING (57.1524064171123 30.12736667148432, 74.5989304812834 99.423869056222)']"
Case-075,8,44,"['LINESTRING (41.77807486631016 25.77485908368261, 42.31283422459894 98.73663101604275)']"
Case-075,8,48,"['LINESTRING (42.24598930481282 23.94222430987137, 43.24866310160429 98.27847232258998)', 'LINESTRING (46.45721925133689 21.88051018933372, 48.93048128342245 97.82031362913716)']"
Case-075,8,52,"['LINESTRING (42.71390374331551 23.94222430987137, 42.71390374331551 98.62209134267957)']"
Case-075,8,56,"['LINESTRING (42.31283422459894 24.05676398323457, 42.31283422459894 98.04939297586357)', 'LINESTRING (46.3903743315508 22.56774822951294, 50.73529411764706 98.73663101604275)']"
Case-075,8,60,"['LINESTRING (42.8475935828877 23.59860528978176, 43.38235294117646 97.59123428241077)', 'LINESTRING (46.25668449197862 21.7659705159705, 50.06684491978609 98.50755166931637)']"
Case-075,8,64,"['LINESTRING (43.44919786096257 22.33866888278653, 44.31818181818182 98.73663101604275)', 'LINESTRING (46.79144385026738 21.7659705159705, 50.06684491978609 98.50755166931637)']"
Case-075,8,68,"['LINESTRING (43.91711229946525 23.36952594305535, 44.11764705882354 97.47669460904757)', 'LINESTRING (47.12566844919787 20.62057378233849, 53.27540106951871 99.30932938285878)']"
Case-075,8,72,"['LINESTRING (43.91711229946525 22.68228790287613, 44.51871657754012 99.5384087295852)', 'LINESTRING (46.92513368983957 20.73511345570169, 51.06951871657755 98.85117068940599)']"
Case-075,8,76,"['LINESTRING (42.51336898395722 22.79682757623934, 41.91176470588237 98.62209134267957)', 'LINESTRING (46.18983957219251 21.99504986269692, 48.93048128342245 97.13307558895794)']"
Case-075,8,80,"['LINESTRING (41.64438502673796 24.05676398323457, 40.17379679144385 97.47669460904757)', 'LINESTRING (45.18716577540106 21.65143084260731, 47.86096256684493 98.16393264922674)']"
Case-075,8,84,"['LINESTRING (41.97860962566845 23.71314496314497, 41.24331550802138 98.04939297586357)', 'LINESTRING (45.52139037433155 22.91136724960255, 47.52673796791444 98.04939297586357)']"
Case-075,8,88,"['LINESTRING (42.11229946524064 23.25498626969215, 42.17914438502674 98.27847232258998)', 'LINESTRING (45.38770053475935 21.7659705159705, 47.59358288770053 97.93485330250033)']"
Case-075,8,92,"['LINESTRING (42.31283422459894 23.48406561641857, 41.57754010695189 99.30932938285878)', 'LINESTRING (44.98663101604279 22.22412920942333, 48.59625668449198 98.04939297586357)']"
Case-075,8,96,"['LINESTRING (41.97860962566845 24.28584332996098, 41.84491978609627 99.5384087295852)', 'LINESTRING (45.98930481283422 20.62057378233849, 49.73262032085562 99.99656742303799)']"
Case-075,8,100,"['LINESTRING (42.24598930481282 24.62946235005059, 43.91711229946525 97.36215493568436)']"
Case-075,8,104,"['LINESTRING (43.04812834224598 23.59860528978176, 42.91443850267378 98.85117068940599)']"
Case-075,8,108,"['LINESTRING (44.05080213903743 23.94222430987137, 43.98395721925134 97.59123428241077)', 'LINESTRING (46.65775401069517 21.07873247579129, 51.7379679144385 98.39301199595317)']"
Case-075,8,112,"['LINESTRING (42.8475935828877 24.28584332996098, 44.11764705882354 98.50755166931637)', 'LINESTRING (46.99197860962566 22.56774822951294, 50.40106951871659 99.08025003613238)']"
Case-075,8,116,"['LINESTRING (44.18449197860964 22.33866888278653, 44.18449197860964 99.19478970949559)', 'LINESTRING (46.99197860962566 20.96419280242809, 51.20320855614973 98.50755166931637)']"
Case-075,8,120,"['LINESTRING (44.31818181818182 22.68228790287613, 45.12032085561497 97.70577395577395)', 'LINESTRING (46.25668449197862 22.10958953606013, 49.6657754010695 96.44583754877874)']"
Case-075,8,124,"['LINESTRING (43.91711229946525 23.48406561641857, 44.58556149732622 98.73663101604275)', 'LINESTRING (47.19251336898397 21.99504986269692, 52.40641711229947 98.50755166931637)']"
Case-075,8,128,"['LINESTRING (42.78074866310158 23.71314496314497, 42.04545454545455 98.27847232258998)', 'LINESTRING (46.25668449197862 22.10958953606013, 48.93048128342245 98.62209134267957)']"
Case-075,8,132,"['LINESTRING (45.65508021390373 22.22412920942333, 48.06149732620321 98.16393264922674)']"
Case-075,8,136,"['LINESTRING (42.44652406417112 24.05676398323457, 41.91176470588237 97.13307558895794)', 'LINESTRING (45.85561497326204 21.88051018933372, 48.12834224598929 98.85117068940599)']"
Case-075,9,0,"['LINESTRING (22.19251336898396 31.96000144529555, 4.411764705882353 93.69688538806187)', 'LINESTRING (38.23529411764706 32.18908079202197, 34.95989304812834 97.82031362913716)']"
Case-075,9,4,"['LINESTRING (24.33155080213904 26.57663679722503, 5.280748663101603 95.18590114178348)', 'LINESTRING (37.7673796791444 30.81460471166354, 32.55347593582889 98.16393264922674)', 'LINESTRING (42.64705882352941 30.01282699812112, 42.17914438502674 98.96571036276916)']"
Case-075,9,8,"['LINESTRING (23.06149732620321 30.24190634484752, 5.815508021390373 93.69688538806187)', 'LINESTRING (37.96791443850267 32.07454111865877, 34.49197860962567 98.50755166931637)', 'LINESTRING (42.64705882352941 30.12736667148432, 42.04545454545455 98.04939297586357)']"
Case-075,9,12,"['LINESTRING (39.03743315508022 31.73092209856916, 36.49732620320857 97.2476152623211)', 'LINESTRING (43.38235294117646 30.81460471166354, 44.05080213903743 98.04939297586357)']"
Case-075,9,16,"['LINESTRING (39.90641711229946 31.27276340511634, 38.83689839572193 96.67491689550516)', 'LINESTRING (44.51871657754012 30.35644601821074, 44.58556149732622 96.67491689550516)']"
Case-075,9,20,"['LINESTRING (22.86096256684492 30.01282699812112, 6.350267379679145 93.58234571469866)', 'LINESTRING (40.57486631016043 31.73092209856916, 38.43582887700534 98.85117068940599)', 'LINESTRING (44.18449197860964 30.47098569157394, 45.72192513368984 97.59123428241077)']"
Case-075,9,24,"['LINESTRING (24.59893048128342 28.63835091776269, 8.689839572192515 94.61320277496746)', 'LINESTRING (38.70320855614974 32.64723948547477, 33.55614973262033 96.78945656886833)', 'LINESTRING (41.71122994652406 30.47098569157394, 40.50802139037434 97.36215493568436)', 'LINESTRING (44.25133689839572 29.5546683046683, 44.38502673796791 96.10221852868911)']"
Case-075,9,28,"['LINESTRING (23.93048128342246 30.01282699812112, 9.625668449197859 97.01853591559473)', 'LINESTRING (39.77272727272727 31.15822373175315, 37.29946524064171 96.33129787541552)']"
Case-075,9,32,"['LINESTRING (23.46256684491978 31.38730307847955, 7.419786096256684 93.23872669460901)', 'LINESTRING (36.02941176470588 31.38730307847955, 29.21122994652406 97.36215493568436)', 'LINESTRING (39.57219251336898 30.81460471166354, 36.89839572192513 97.2476152623211)', 'LINESTRING (44.05080213903743 30.81460471166354, 43.38235294117646 98.16393264922674)']"
Case-075,9,36,"['LINESTRING (22.92780748663102 30.70006503830033, 7.286096256684492 95.52952016187307)', 'LINESTRING (38.83689839572193 31.84546177193236, 36.69786096256685 96.44583754877874)']"
Case-075,9,40,"['LINESTRING (22.45989304812835 29.21104928457869, 5.949197860962567 92.78056800115621)', 'LINESTRING (37.03208556149733 30.92914438502673, 33.02139037433155 99.30932938285878)']"
Case-075,9,44,"['LINESTRING (24.19786096256684 28.18019222430986, 6.216577540106952 92.78056800115621)', 'LINESTRING (37.7673796791444 32.30362046538517, 33.02139037433155 97.82031362913716)', 'LINESTRING (41.77807486631016 30.01282699812112, 40.44117647058824 98.16393264922674)']"
Case-075,9,48,"['LINESTRING (23.32887700534759 28.18019222430986, 6.350267379679145 93.12418702124586)', 'LINESTRING (38.63636363636363 31.84546177193236, 33.62299465240641 97.2476152623211)', 'LINESTRING (42.17914438502674 30.47098569157394, 41.91176470588237 96.90399624223153)']"
Case-075,9,52,"['LINESTRING (23.59625668449198 28.86743026448909, 5.681818181818183 94.9568217950571)', 'LINESTRING (38.56951871657754 32.18908079202197, 34.62566844919786 96.67491689550516)', 'LINESTRING (42.5802139037433 28.98196993785228, 44.05080213903743 98.27847232258998)']"
Case-075,9,56,"['LINESTRING (24.19786096256684 27.49295418413066, 5.815508021390373 94.61320277496746)', 'LINESTRING (39.3048128342246 31.84546177193236, 37.6336898395722 95.18590114178348)', 'LINESTRING (43.91711229946525 30.58552536493713, 45.65508021390373 97.82031362913716)']"
Case-075,9,60,"['LINESTRING (23.46256684491978 27.83657320422027, 8.221925133689838 94.49866310160428)', 'LINESTRING (40.44117647058824 31.50184275184275, 37.70053475935829 96.67491689550516)', 'LINESTRING (43.64973262032086 30.01282699812112, 46.65775401069517 96.33129787541552)']"
Case-075,9,64,"['LINESTRING (25.26737967914439 27.49295418413066, 8.288770053475934 93.46780604133549)', 'LINESTRING (40.24064171122994 32.53269981211157, 37.83422459893048 98.39301199595317)', 'LINESTRING (44.11764705882354 30.47098569157394, 46.25668449197862 95.87313918196271)']"
Case-075,9,68,"['LINESTRING (24.39839572192513 28.52381124439948, 7.018716577540109 93.35326636797222)', 'LINESTRING (40.77540106951873 31.38730307847955, 38.70320855614974 97.01853591559473)', 'LINESTRING (43.78342245989306 31.38730307847955, 45.72192513368984 99.19478970949559)']"
Case-075,9,72,"['LINESTRING (25.33422459893049 29.66920797803151, 7.352941176470589 95.64405983523629)', 'LINESTRING (40.64171122994652 32.53269981211157, 39.10427807486631 96.44583754877874)', 'LINESTRING (43.98395721925134 31.61638242520595, 44.11764705882354 96.21675820205233)']"
Case-075,9,76,"['LINESTRING (22.86096256684492 30.01282699812112, 8.155080213903746 95.4149804885099)', 'LINESTRING (40.04010695187166 32.07454111865877, 37.5 95.52952016187307)', 'LINESTRING (44.51871657754012 29.78374765139471, 43.91711229946525 97.82031362913716)']"
Case-075,9,80,"['LINESTRING (23.39572192513369 29.21104928457869, 8.489304812834225 94.49866310160428)', 'LINESTRING (39.57219251336898 32.41816013874838, 36.49732620320857 98.27847232258998)']"
Case-075,9,84,"['LINESTRING (22.45989304812835 31.27276340511634, 7.018716577540109 95.87313918196271)', 'LINESTRING (39.50534759358289 31.04368405838994, 35.16042780748664 97.36215493568436)']"
Case-075,9,88,"['LINESTRING (23.79679144385027 30.35644601821074, 5.681818181818183 94.84228212169387)', 'LINESTRING (38.83689839572193 30.12736667148432, 34.09090909090909 95.98767885532592)', 'LINESTRING (44.31818181818182 29.78374765139471, 44.6524064171123 97.36215493568436)']"
Case-075,9,92,"['LINESTRING (24.53208556149734 28.63835091776269, 6.550802139037433 94.3841234282411)', 'LINESTRING (37.83422459893048 29.78374765139471, 31.41711229946524 97.47669460904757)', 'LINESTRING (40.37433155080213 31.73092209856916, 36.96524064171123 98.04939297586357)', 'LINESTRING (42.91443850267378 31.15822373175315, 41.1096256684492 98.39301199595317)']"
Case-075,9,96,"['LINESTRING (24.39839572192513 28.7528905911259, 6.417112299465241 95.75859950859949)', 'LINESTRING (37.6336898395722 31.96000144529555, 32.95454545454545 98.50755166931637)', 'LINESTRING (43.18181818181818 31.27276340511634, 41.71122994652406 98.04939297586357)']"
Case-075,9,100,"['LINESTRING (24.53208556149734 28.29473189767307, 6.082887700534758 94.9568217950571)', 'LINESTRING (38.70320855614974 31.84546177193236, 35.22727272727273 98.04939297586357)', 'LINESTRING (43.24866310160429 30.01282699812112, 43.18181818181818 97.36215493568436)']"
Case-075,9,104,"['LINESTRING (23.66310160427808 29.21104928457869, 6.885026737967914 92.09332996097703)', 'LINESTRING (43.78342245989306 30.12736667148432, 47.52673796791444 96.10221852868911)']"
Case-075,9,108,"['LINESTRING (24.13101604278075 29.44012863130511, 8.021390374331553 95.07136146842029)', 'LINESTRING (39.17112299465241 32.87631883220119, 36.56417112299466 97.93485330250033)', 'LINESTRING (44.51871657754012 30.12736667148432, 46.85828877005346 97.70577395577395)']"
Case-075,9,112,"['LINESTRING (24.33155080213904 28.29473189767307, 7.286096256684492 94.49866310160428)', 'LINESTRING (40.57486631016043 31.04368405838994, 39.50534759358289 97.47669460904757)', 'LINESTRING (44.05080213903743 29.44012863130511, 45.25401069518718 98.16393264922674)']"
Case-075,9,116,"['LINESTRING (25.53475935828877 28.06565255094666, 8.288770053475934 94.72774244833066)', 'LINESTRING (38.56951871657754 30.58552536493713, 35.36096256684493 97.47669460904757)', 'LINESTRING (44.05080213903743 30.47098569157394, 43.44919786096257 98.16393264922674)']"
Case-075,9,120,"['LINESTRING (24.9331550802139 29.5546683046683, 8.221925133689838 92.78056800115621)', 'LINESTRING (39.70588235294117 32.18908079202197, 37.29946524064171 97.59123428241077)', 'LINESTRING (42.98128342245988 30.47098569157394, 42.37967914438503 98.85117068940599)']"
Case-075,9,124,"['LINESTRING (25.40106951871658 28.29473189767307, 9.224598930481283 95.07136146842029)', 'LINESTRING (39.90641711229946 31.96000144529555, 37.5668449197861 97.82031362913716)', 'LINESTRING (43.18181818181818 30.01282699812112, 41.91176470588237 98.16393264922674)']"
Case-075,9,128,"['LINESTRING (23.66310160427808 30.47098569157394, 6.951871657754009 93.12418702124586)', 'LINESTRING (39.90641711229946 30.70006503830033, 34.89304812834224 96.33129787541552)', 'LINESTRING (43.38235294117646 30.58552536493713, 41.51069518716578 97.70577395577395)']"
Case-075,9,132,"['LINESTRING (23.93048128342246 30.24190634484752, 9.358288770053475 96.21675820205233)', 'LINESTRING (39.37165775401069 30.01282699812112, 34.89304812834224 97.82031362913716)', 'LINESTRING (44.85294117647059 30.35644601821074, 44.51871657754012 98.39301199595317)']"
Case-075,9,136,"['LINESTRING (25.0668449197861 28.18019222430986, 8.288770053475934 94.49866310160428)', 'LINESTRING (38.70320855614974 31.38730307847955, 34.22459893048127 97.47669460904757)', 'LINESTRING (41.84491978609627 32.99085850556438, 39.2379679144385 97.13307558895794)']"
Case-075,10,0,"['LINESTRING (38.97058823529412 34.59441393264923, 33.48930481283422 95.98767885532592)', 'LINESTRING (41.84491978609627 34.13625523919642, 38.10160427807487 95.75859950859949)']"
Case-075,10,4,"['LINESTRING (40.37433155080213 35.28165197282845, 36.29679144385026 97.01853591559473)']"
Case-075,10,8,"['LINESTRING (39.3048128342246 36.77066772655008, 36.29679144385026 98.85117068940599)']"
Case-075,10,12,"['LINESTRING (36.76470588235294 37.11428674663969, 31.35026737967915 96.67491689550516)', 'LINESTRING (40.77540106951873 34.93803295273882, 39.50534759358289 95.98767885532592)']"
